APA number,ACC number,ACC Name,Address,Suburb / Town,From,To,Latitude,Longitude
490,25,MONASH HEALTH PATHOLOGY,138 SLADEN ST,CRANBOURNE VIC 3977,31/05/2024,30/05/2026,-38.11289,145.27923
490,26,MONASH HEALTH PATHOLOGY,614 GLENFERRIE RD,HAWTHORN VIC 3122,19/11/2024,18/11/2026,-37.82363,145.0355
490,27,MONASH HEALTH PATHOLOGY,L 1 50-52 KANGAN DR,BERWICK VIC 3806,03/03/2025,02/03/2027,-38.04233,145.34608
490,28,MONASH HEALTH PATHOLOGY,"PICH, COWES URGENT CARE CTR 56 CHURCH ST",COWES VIC 3922,30/09/2025,29/09/2027,-38.45177,145.24095
490,29,MONASH HEALTH PATHOLOGY,GIPPSLAND SOUTHERN HEALTH 66 KOONWARRA RD,LEONGATHA VIC 3953,16/10/2025,15/10/2027,-38.48814,145.95162
526,5,MATER LABORATORY SERVICES,SHOP 2DA SUNNBANK HILLS S/C L 4 661 COMPTON RD,SUNNYBANK HILLS QLD 4109,19/06/2000,30/06/2027,-27.60992,153.05545
526,19,MATER LABORATORY SERVICES,MATER PATH COLL CTR TNCY 5 6 ALISON CRES,RUSSELL ISLAND QLD 4184,06/02/2006,30/06/2027,-27.64693,153.38263
526,22,MATER LABORATORY SERVICES,MATER ADULT HOSPITAL BRIS L 4 27 RAYMOND TCE,SOUTH BRISBANE QLD 4101,19/10/2006,30/06/2027,-27.48509,153.02737
526,32,MATER LABORATORY SERVICES,YAMANTO VILLAGE S/C TNCY 32 SHOP 3 512 WARWICK RD,YAMANTO QLD 4305,15/09/2008,30/06/2027,-27.6614,152.73917
526,33,MATER PATHOLOGY,CNSLT RM 1 & 2 ORION S/CNTR SHOP 1.16A 1 MAIN ST,SPRINGFIELD CENT QLD 4300,26/08/2008,30/06/2027,-27.67776,152.90165
526,37,MATER LABORATORY SERVICES,MATER PATH COLLECTION ROOM SHOP 3 123A BIOTA ST,INALA QLD 4077,14/12/2009,30/06/2027,-27.58768,152.97168
526,44,MATER LABORATORY SERVICES,MATER PATH COLL ROOM SHOP 38 71 CAMBRIDGE DR,ALEXANDRA HILLS QLD 4161,26/09/2011,25/09/2027,-27.52405,153.22155
526,46,MATER PATHOLOGY,GREAT WESTERN SUPER CLINIC SHOP B03 1028 SAMFORD RD,KEPERRA QLD 4054,22/03/2012,21/03/2027,-27.41656,152.94957
526,47,MATER PATHOLOGY,ST VINCENT'S PRIV HOSP SE G11 G 627 RODE RD,CHERMSIDE QLD 4032,22/03/2012,21/03/2027,-27.39107,153.02388
526,56,MATER PATHOLOGY,MATER PATH COLL CTR L 6 301 VULTURE ST,SOUTH BRISBANE QLD 4101,14/01/2013,13/01/2027,-27.48399,153.02873
526,57,MATER PATHOLOGY,TENANCY 15 BROOKWATER S/C L 1 2 TOURNAMENT DR,BROOKWATER QLD 4300,18/02/2013,17/02/2027,-27.66352,152.89139
526,63,MATER PATHOLOGY,SE 2 1 LANGI CT,KARANA DOWNS QLD 4306,12/08/2015,11/08/2027,-27.55313,152.81351
526,68,MATER PATHOLOGY,CONS RM MACLEAY ISLAD M/C 14-16 BRIGHTON RD,MACLEAY ISLAND QLD 4184,26/11/2016,25/05/2027,-27.63127,153.36469
526,69,MATER PATHOLOGY,BEENLEIGH FAMILY M/C TNCY 4 54 GEORGE ST,BEENLEIGH QLD 4207,07/06/2017,06/12/2026,-27.71605,153.19914
526,70,MATER PATHOLOGY,MATER PATH COLL CTR SE 7 L 2 537 STANLEY ST,SOUTH BRISBANE QLD 4101,07/07/2017,06/01/2027,-27.48468,153.02748
526,71,MATER PATHOLOGY,PATH COLL CTR GROW MEDICAL SHOP 9 600 SHERWOOD RD,SHERWOOD QLD 4075,17/07/2017,16/01/2027,-27.53291,152.98433
526,72,MATER PATHOLOGY,MPH SPRINGFIELD RM 02.4.766 L 2 30 HEALTHCARE DR,SPRINGFIELD CENT QLD 4300,22/01/2018,21/07/2027,-27.68622,152.90869
526,73,MATER PATHOLOGY,MATER PATH COLL WYNNUM M/C SHOP 7 1795 WYNNUM RD,TINGALPA QLD 4173,08/10/2018,07/04/2027,-27.46638,153.14142
526,74,MATER PATHOLOGY,MATER PATH COLL CTR 2 SPRINGVALE CCT,UNDERWOOD QLD 4119,04/01/2019,03/01/2027,-27.61257,153.11222
526,78,MATER PATHOLOGY,PTH RM HANDFORD RD FAM PRAC 41-45 HANDFORD RD,ZILLMERE QLD 4034,22/06/2020,21/06/2026,-27.35842,153.0386
526,79,MATER PATHOLOGY,SHOP L3 3A-12 DOIG ST,CLEVELAND QLD 4163,04/08/2020,03/08/2026,-27.5264,153.26581
526,81,MATER PATHOLOGY,PATH RM 11 CANOSSA HOSP GF 169 SEVENTEEN MILE ROCKS RD,OXLEY QLD 4075,16/11/2020,15/11/2026,-27.55212,152.96393
526,82,MATER PATHOLOGY,TENANCY 3 REDLANDS SPEC CTR 41 WEIPPIN ST,CLEVELAND QLD 4163,04/12/2020,03/12/2026,-27.54205,153.25082
526,85,MATER LABORATORY SERVICES,RM08 CONSULT / AH SE 103 2 WELLNESS WAY,SPRINGFIELD CENT QLD 4300,19/07/2021,18/07/2027,-27.68667,152.90792
526,86,MATER PATHOLOGY,SE 3 174 CAVENDISH RD,COORPAROO QLD 4151,15/11/2021,14/11/2027,-27.49463,153.05957
526,91,MATER PATHOLOGY,G 95 SOUTHERN CROSS CCT,SPRINGFIELD CENT QLD 4300,16/09/2022,15/09/2026,-27.67864,152.8982
526,93,MATER PATHOLOGY,SHOP 15 G 73 BLACKSTONE RD,SILKSTONE QLD 4304,30/12/2022,29/12/2026,-27.62092,152.78044
526,94,MATER PATHOLOGY RIPLEY,L 5 MAIN ST,RIPLEY QLD 4306,30/12/2022,29/12/2026,-27.68368,152.80155
526,95,MATER PATHOLOGY,PATHOLOGY COLLECTION ROOM 15 BARKLYA PL,MARSDEN QLD 4132,16/01/2023,15/01/2027,-27.68039,153.11392
526,98,MATER LABORATORY SERVICES,BUILDING 2A G 14 HILL STREET,BLACKSTONE QLD 4304,06/10/2023,05/10/2027,-27.62659,152.80432
526,100,MATER PATHOLOGY,DOCTORS AND CO MOUNTVIEW 1 CNR SCHOOL ROAD AND MOUNT,REDBANK PLAINS QLD 4301,25/01/2024,24/01/2028,-27.64511,152.85197
526,101,MATER PATHOLOGY,SALISBURY DOCTORS PTY LTD SHOP 6 660 TOOHEY RD,SALISBURY QLD 4107,01/06/2024,31/05/2026,-27.54533,153.03946
526,102,MATER PATHOLOGY,PATH RM PACIFIC FAM M/P SHOP 5B 668 COMPTON RD,CALAMVALE QLD 4116,14/05/2024,13/05/2026,-27.61166,153.05444
526,104,MATER PATHOLOGY,PTH RM DRS & CO BETHANIA PL SHOP 10 13 GLASSON DR,BETHANIA QLD 4205,14/05/2024,13/05/2026,-27.70371,153.15848
526,105,MATER PATHOLOGY,ALBANY CREEK DOCTORS SHOP 12 700 ALBANY CREEK RD,ALBANY CREEK QLD 4035,01/07/2024,30/06/2026,-27.34666,152.96911
526,106,MATER PATH FORTITUDE VALLEY,MATER PATH COLLECTION ROOM SHOP 10 6 JAMES ST,FORTITUDE VALLEY QLD 4006,02/07/2024,01/07/2026,-27.45529,153.0391
526,107,MATER PATHOLOGY,PARADISE GARDENS S/C 128-144 BOUNDARY RD,THORNLANDS QLD 4164,09/07/2024,08/07/2026,-27.56609,153.24976
526,108,MATER PATHOLOGY,MT OMMANEY SHOPPING CENTRE SHOP 97 171 DANDENONG RD,MOUNT OMMANEY QLD 4074,07/08/2024,06/08/2026,-27.54956,152.93884
526,110,MATER PATHOLOGY,31 CHURCH ST,GOODNA QLD 4300,03/09/2024,02/09/2026,-27.61394,152.89795
526,111,MATER PATHOLOGY,12 HILL ST,BLACKSTONE QLD 4304,10/06/2025,09/06/2027,-27.62599,152.80367
591,5,PETER MAC CANCER CENTRE,OUTPATIENT PATHOLOGY L 2 305 GRATTAN ST,MELBOURNE VIC 3000,24/06/2016,23/06/2027,-37.80013,144.95707
595,4,CONCEPT FERTILITY CENTRE,PHLEBOTOMY RM 2 G 218 NICHOLSON RD,SUBIACO WA 6008,01/12/2009,30/06/2027,-31.95606,115.81444
713,3,EASTERN HEALTH,MAROONDAH HOSPITAL L 3 1-15 DAVEY DR,RINGWOOD EAST VIC 3135,01/05/2007,30/06/2027,-37.80749,145.25597
713,4,EASTERN HEALTH PATH,COLL RM ANGLISS HOSPITAL L 2 39 ALBERT ST,UPPER FERNTREE G VIC 3156,01/05/2007,30/06/2027,-37.89879,145.31459
713,5,EASTERN HEALTH,8 ARNOLD ST,BOX HILL VIC 3128,01/07/2007,30/06/2027,-37.8136,145.11841
713,6,EASTERN HEALTH,EASTERN HEALTH PATH RM 377 MAROONDAH HWY,HEALESVILLE VIC 3777,01/07/2009,30/06/2027,-37.64752,145.52875
713,8,EASTERN HEALTH,YARRA RANGES HEALTH 21-25 CLARKE ST,LILYDALE VIC 3140,14/05/2015,13/05/2027,-37.75663,145.35189
745,3,GENEA PTY LTD,L 3-4 321 KENT ST,SYDNEY NSW 2000,21/10/2006,30/06/2027,-33.86756,151.20396
745,4,GENEA LIVERPOOL,173-179 BIGGE ST,LIVERPOOL NSW 2170,29/09/2009,30/06/2027,-33.92186,150.92675
745,5,GENEA LTD,SE 101 10 NORBRIK DR,BELLA VISTA NSW 2153,18/10/2010,17/10/2027,-33.74378,150.95254
745,7,GENEA,G 2 KING ST,DEAKIN ACT 2600,18/10/2010,17/10/2027,-35.32254,149.09291
745,8,GENEA LTD,GENEA MANLY SUITE 2 L 5 22 DARLEY RD,MANLY NSW 2095,01/09/2013,31/08/2027,-33.79979,151.28684
745,10,GENEA,SUITE 3.02 L 3 205 PACIFIC HWY,ST LEONARDS NSW 2065,20/11/2014,19/11/2027,-33.82283,151.1939
745,13,GENEA MELBOURNE,L 7 10 MARTIN ST,HEIDELBERG VIC 3084,04/01/2018,03/07/2027,-37.75452,145.06013
745,14,GENEA,DUDLEY PRIVATE HOSPITAL 261 MARCH ST,ORANGE NSW 2800,28/03/2018,27/09/2027,-33.2823,149.12153
745,15,GENEA HEIDELBERG,L 5 10 MARTIN ST,HEIDELBERG VIC 3084,19/09/2018,18/03/2027,-37.75452,145.06013
745,17,GENEA CANBERRA,U 28 L 1 2 KING ST,DEAKIN ACT 2600,18/12/2020,17/12/2026,-35.32254,149.09291
745,18,GENEA BRISBANE,PATH ROOMS L 2 7 WREN ST,BOWEN HILLS QLD 4006,26/09/2022,25/09/2026,-27.44733,153.03084
745,19,GENEA NEWCASTLE PTY LTD,LINGARD PRIVATE HOSP SE 2 23 MEREWETHER ST,MEREWETHER NSW 2291,13/03/2023,12/03/2027,-32.94045,151.75565
745,20,GENEA PERTH PTY LTD,SE 19 L 2 190 CAMBRIDGE ST,WEMBLEY WA 6014,13/03/2023,12/03/2027,-31.94045,115.82416
745,21,GENEA MELBOURNE CITY,G 559 QUEENSBERRY ST,NORTH MELBOURNE VIC 3051,18/09/2023,17/09/2027,-37.80335,144.94865
745,24,GENEA,WESTFIELD TOWER 2 SE 1605A L 16 101 GRAFTON ST,BONDI JUNCTION NSW 2022,27/03/2024,26/03/2026,-33.89142,151.25082
745,25,GENEA,SE 1905 L 19 101 GRAFTON ST,BONDI JUNCTION NSW 2022,17/01/2026,16/01/2028,-33.89142,151.25082
886,2,AUSTRALIAN CLINICAL LABS,PATH ROOM ALBERT PARK ROOMS 41 VICTORIA AVE,ALBERT PARK VIC 3206,01/07/1995,30/06/2027,-37.84259,144.95281
886,11,AUSTRALIAN CLINICAL LABS,PATH ROOM IPC HEALTH 106 STATION RD,DEER PARK VIC 3023,01/07/1995,30/06/2027,-37.76695,144.77601
886,13,AUSTRALIAN CLINICAL LABS,STATION MEDICAL CENTRE 30 BROOKLYN RD,MELTON SOUTH VIC 3338,01/07/1995,30/06/2027,-37.70229,144.57314
886,18,AUSTRALIAN CLINICAL LABS,PATH RM MCKINLEY MED CTR U 2 433 POLICE RD,MULGRAVE VIC 3170,01/07/1995,30/06/2027,-37.93792,145.20275
886,19,AUSTRALIAN CLINICAL LABS,PTH RM WARRIGAL RD DIAG CTR 141 WARRIGAL RD,OAKLEIGH VIC 3166,01/07/1995,30/06/2027,-37.90415,145.08571
886,23,AUSTRALIAN CLINICAL LABS,SUITES 1 2 & 3 98 MAUDE ST,SHEPPARTON VIC 3630,01/07/1995,30/06/2027,-36.37583,145.40144
886,31,AUSTRALIAN CLINICAL LABS,PATH RM SOUTHEND MED CTR 245 HAMPTON ST,HAMPTON VIC 3188,01/07/1995,30/06/2027,-37.94076,145.00155
886,32,AUSTRALIAN CLINICAL LABS,PATHOLOGY ROOM SHOP 2 36-40 STUART AVE,HAMPTON PARK VIC 3976,01/07/1995,30/06/2027,-38.03468,145.26405
886,33,AUSTRALIAN CLINICAL LABS,PATH ROOM SHOP 1 37-41 VICTORIA ST,HASTINGS VIC 3915,01/07/1995,30/06/2027,-38.30726,145.19063
886,47,AUSTRALIAN CLINICAL LABS,ROSEBUD MEDICAL CLINIC 1239 POINT NEPEAN RD,ROSEBUD VIC 3939,01/07/1995,30/06/2027,-38.3585,144.89606
886,76,AUSTRALIAN CLINICAL LABS,WESTERN SPECIALIST CENTRE U 6 63 CUDMORE TCE,HENLEY BEACH SA 5022,01/07/1995,30/06/2027,-34.9093,138.49894
886,78,AUSTRALIAN CLINICAL LABS,UNIT 5 199 STURT RD,SEACOMBE GARDENS SA 5047,01/07/1995,30/06/2027,-35.01797,138.54544
886,82,AUSTRALIAN CLINICAL LABS,GROUND FLOOR 188 WARD ST,NORTH ADELAIDE SA 5006,01/07/1995,30/06/2027,-34.90893,138.5943
886,83,AUSTRALIAN CLINICAL LABS,108 THE PARADE,NORWOOD SA 5067,01/07/1995,30/06/2027,-34.92168,138.6316
886,87,AUSTRALIAN CLINICAL LABS,WEST LAKES MED & DENT CTR U 1 151 BREBNER DR,WEST LAKES SA 5021,01/07/1995,30/06/2027,-34.87775,138.48932
886,91,AUSTRALIAN CLINICAL LABS,GRIBBLES (MT GAMBIER) LAB SE 2 21 GRAY ST,MOUNT GAMBIER SA 5290,01/07/1995,30/06/2027,-37.82937,140.77759
886,112,AUSTRALIAN CLINICAL LABS,PATH RM ENDEAVOUR HILLS S/C 26 ERICA CL,ENDEAVOUR HILLS VIC 3802,19/02/1996,30/06/2027,-37.97905,145.25934
886,120,AUSTRALIAN CLINICAL LABS,ST HELENA MEDIPLEX 212 AQUEDUCT RD,DIAMOND CREEK VIC 3089,30/09/1996,30/06/2027,-37.68396,145.13518
886,124,AUSTRALIAN CLINICAL LABS,PATH RMS LANGPARK MED CTR 31-33 CRANBOURNE RD,LANGWARRIN VIC 3910,14/12/1996,30/06/2027,-38.15542,145.17446
886,137,AUSTRALIAN CLINICAL LABS,240 THIRTEENTH ST,MILDURA VIC 3500,11/02/1997,30/06/2027,-34.1841,142.14429
886,146,AUSTRALIAN CLINICAL LABS,292 STATION ST,LALOR VIC 3075,28/07/1997,30/06/2027,-37.67414,145.01617
886,171,AUSTRALIAN CLINICAL LABS,2 KENNEDY ST,SUNSHINE VIC 3020,30/03/1998,30/06/2027,-37.7848,144.83538
886,176,AUSTRALIAN CLINICAL LABS,PATHOLOGY ROOM SHOP 2 61 OVENS ST,WANGARATTA VIC 3677,21/09/1998,30/06/2027,-36.35398,146.32421
886,177,AUSTRALIAN CLINICAL LABS,PATHOLOGY ROOM 1375 CENTRE RD,CLAYTON VIC 3168,02/11/1998,30/06/2027,-37.92785,145.11587
886,182,AUSTRALIAN CLINICAL LABS,PATH SE NORTH RINGWOOD M/C 212A WARRANDYTE RD,RINGWOOD NORTH VIC 3134,09/03/1999,30/06/2027,-37.79314,145.23635
886,184,AUSTRALIAN CLINICAL LABS,PATH RM RICH RIVER HLTH CTR 214 OGILVIE AVE,ECHUCA VIC 3564,24/05/1999,30/06/2027,-36.14028,144.74891
886,188,AUSTRALIAN CLINICAL LABS,PATH SUITE COOLAROO CLINIC 512 BARRY RD,COOLAROO VIC 3048,11/10/1999,30/06/2027,-37.6647,144.93163
886,191,AUSTRALIAN CLINICAL LABS,1868 DANDENONG RD,CLAYTON VIC 3168,29/11/1999,30/06/2027,-37.92213,145.13879
886,192,AUSTRALIAN CLINICAL LABS,PATH RM ALEXANDRA DIST HOSP LG 12 COOPER ST,ALEXANDRA VIC 3714,29/11/1999,30/06/2027,-37.19437,145.71744
886,195,AUSTRALIAN CLINICAL LABS,SHOP 8 143 POINT NEPEAN RD,DROMANA VIC 3936,01/02/2000,30/06/2027,-38.33138,144.96806
886,197,AUSTRALIAN CLINICAL LABS,PATH RM AIRLIE WOMENS CLC 1A AIRLIE AVE,PRAHRAN EAST VIC 3181,08/05/2000,30/06/2027,-37.85454,145.00879
886,200,AUSTRALIAN CLINICAL LABS,ST AGNES MEDICAL CENTRE 1251 NORTH EAST RD,RIDGEHAVEN SA 5097,03/07/2000,30/06/2027,-34.82092,138.71506
886,204,AUSTRALIAN CLINICAL LABS,PATH UNIT TATURA MED CTR 4 THOMSON ST,TATURA VIC 3616,11/09/2000,30/06/2027,-36.43948,145.23165
886,207,AUSTRALIAN CLINICAL LABS,BACCHUS MARSH MEDICAL CTR 5 TURNER ST,BACCHUS MARSH VIC 3340,02/10/2000,30/06/2027,-37.67734,144.43367
886,209,AUSTRALIAN CLINICAL LABS,108 BEACH RD,CHRISTIES BEACH SA 5165,30/10/2000,30/06/2027,-35.13939,138.48179
886,237,AUSTRALIAN CLINICAL LABS,DR W S CHEUNG YAP SURGERY 509-511 STATION ST,BOX HILL VIC 3128,06/04/2002,30/06/2027,-37.82234,145.12267
886,239,AUSTRALIAN CLINICAL LABS,PATH RM HUMPHRIES ROAD M/C 265 HUMPHRIES RD,FRANKSTON SOUTH VIC 3199,22/04/2002,30/06/2027,-38.19193,145.12303
886,259,AUSTRALIAN CLINICAL LABS,PTH RM TNCY 4 UNLEY MED CTR 160 UNLEY RD,UNLEY SA 5061,19/08/2002,30/06/2027,-34.9489,138.60668
886,260,AUSTRALIAN CLINICAL LABS,PATH RM ROCHDALE MED CTR 1A ROCHDALE SQ,LALOR VIC 3075,01/08/2002,30/06/2027,-37.66704,145.02034
886,300,AUSTRALIAN CLINICAL LABS,88 CLEELAND ST,DANDENONG VIC 3175,18/08/2003,30/06/2027,-37.97915,145.21585
886,303,AUSTRALIAN CLINICAL LABS,GIPPSLAND LAKES COMM HLTH 18-26 JEMMESON ST,LAKES ENTRANCE VIC 3909,01/09/2003,30/06/2027,-37.87423,147.99863
886,324,AUSTRALIAN CLINICAL LABS,HIGH ST SPECIALIST CENTRE FL 1 201 HIGH ST,CRANBOURNE VIC 3977,19/01/2004,30/06/2027,-38.10314,145.28162
886,341,AUSTRALIAN CLINICAL LABS,PATHOLOGY ROOMS 110-112 CRANBOURNE RD,FRANKSTON VIC 3199,15/06/2004,30/06/2027,-38.14641,145.13937
886,346,AUSTRALIAN CLINICAL LABS,PATH SE PRINCESS PARK CLC 172 WELSFORD ST,SHEPPARTON VIC 3630,01/07/2004,30/06/2027,-36.38269,145.39725
886,352,AUSTRALIAN CLINICAL LABS,25 PIPER ST,YARRAWONGA VIC 3730,04/10/2004,30/06/2027,-36.01136,146.00572
886,359,AUSTRALIAN CLINICAL LABS,SE 3 & 12 MULTICARE FAM M/C 236-242 LIVERPOOL RD,ASHFIELD NSW 2131,01/01/2005,30/06/2027,-33.88917,151.12489
886,369,AUSTRALIAN CLINICAL LABS,UNIT 1 ASHFORD HOSPITAL 55 ANZAC HWY,ASHFORD SA 5035,07/03/2005,30/06/2027,-34.94823,138.57722
886,372,AUSTRALIAN CLINICAL LABS,PATH RM ELTHAM CLINIC 700 MAIN RD,ELTHAM VIC 3095,21/04/2005,30/06/2027,-37.72441,145.14646
886,380,AUSTRALIAN CLINICAL LABS,PATH SE MAROUBRA M/C L 1 SE 201 725 ANZAC PDE,MAROUBRA NSW 2035,01/07/2005,30/06/2027,-33.9627,151.24707
886,385,AUSTRALIAN CLINICAL LABS,PATH RM EASTBOUND MED CLNC 179 EAST BOUNDARY RD,BENTLEIGH EAST VIC 3165,18/07/2005,30/06/2027,-37.92009,145.05916
886,386,AUSTRALIAN CLINICAL LABS,PATH RM WEST GIPPSLAND M/C 11 BARKLY ST,WARRAGUL VIC 3820,01/08/2005,30/06/2027,-38.16069,145.93355
886,390,AUSTRALIAN CLINICAL LABS,PATH RM MCIVOR MED CTR 150 HIGH ST,HEATHCOTE VIC 3523,01/08/2005,30/06/2027,-36.92091,144.70848
886,408,AUSTRALIAN CLINICAL LABS,U 2 55B MURRAY ST,NURIOOTPA SA 5355,26/10/2005,30/06/2027,-34.46971,138.99693
886,411,AUSTRALIAN CLINICAL LABS,PATH SE MACLEOD STREET M/C 93 MACLEOD ST,BAIRNSDALE VIC 3875,01/12/2005,30/06/2027,-37.82812,147.62926
886,415,AUSTRALIAN CLINICAL LABS,388 NEPEAN HWY,CHELSEA VIC 3196,30/12/2005,30/06/2027,-38.05141,145.1151
886,419,AUSTRALIAN CLINICAL LABS,U 1 254-260 SHANNON AVE,GEELONG WEST VIC 3218,14/02/2006,30/06/2027,-38.1447,144.33594
886,424,AUSTRALIAN CLINICAL LABS,PTH RMS NEWLAND ST SPEC CTR L 10 1 NEWLAND ST,BONDI JUNCTION NSW 2022,20/02/2006,30/06/2027,-33.892,151.24712
886,436,AUSTRALIAN CLINICAL LABS,PATH RM FOREST HILL M/C 385 SPRINGVALE RD,FOREST HILL VIC 3131,25/02/2006,30/06/2027,-37.83994,145.17223
886,442,AUSTRALIAN CLINICAL LABS,SE 3 L 3 393-395 BOURKE ST,DARLINGHURST NSW 2010,11/04/2006,30/06/2027,-33.88131,151.21636
886,446,AUSTRALIAN CLINICAL LABS,279 MORELAND RD,COBURG VIC 3058,24/05/2006,30/06/2027,-37.75444,144.95799
886,454,AUSTRALIAN CLINICAL LABS,THE NORTHWEST MEDICAL CTR U 1-7 1 PARK TCE,SALISBURY SA 5108,28/08/2006,30/06/2027,-34.76416,138.64046
886,465,AUSTRALIAN CLINICAL LABS,PATH RM DARLEY MED CTR 147 GISBORNE RD,DARLEY VIC 3340,24/01/2007,30/06/2027,-37.66031,144.44109
886,467,AUSTRALIAN CLINICAL LABS,CENTRAL GIPPSLAND FAM PRAC 28 GEORGE ST,MOE VIC 3825,17/03/2007,30/06/2027,-38.17609,146.2626
886,469,AUSTRALIAN CLINICAL LABS,PATH ROOM SEYMOUR F/C 30-32 ANZAC AVE,SEYMOUR VIC 3660,05/04/2007,30/06/2027,-37.0268,145.13957
886,484,AUSTRALIAN CLINICAL LABS,PATH ROOM TRINITY M/C 28 COLLEGE ST,PORT ADELAIDE SA 5015,18/06/2007,30/06/2027,,
886,496,AUSTRALIAN CLINICAL LABS,U 6 115 HALL RD,CARRUM DOWNS VIC 3201,07/10/2007,30/06/2027,-38.1004,145.18558
886,504,AUSTRALIAN CLINICAL LABS,PATH RM ST MINA MEDICAL CTR 54-56 SAFFRON DR,HALLAM VIC 3803,26/11/2007,30/06/2027,-38.00452,145.28597
886,506,AUSTRALIAN CLINICAL LABS,PTH SE COWES MEDICAL CENTRE 164-166 THOMPSON AVE,COWES VIC 3922,03/12/2007,30/06/2027,-38.45688,145.23853
886,511,AUSTRALIAN CLINICAL LABS,PATH RM SAN REMO MED CLC 123 MARINE PDE,SAN REMO VIC 3925,01/01/2008,30/06/2027,-38.52112,145.36952
886,517,AUSTRALIAN CLINICAL LABS,SH 10-11 HAZELWOOD HLTH CTR 9A GEORGINA PL,CHURCHILL VIC 3842,03/03/2008,30/06/2027,-38.31224,146.42136
886,582,AUSTRALIAN CLINICAL LABS,PATH RM HANSON ROAD M/C 193 HANSON RD,ATHOL PARK SA 5012,17/11/2008,30/06/2027,-34.85695,138.54684
886,611,AUSTRALIAN CLINICAL LABS,"PATH RM, GAWLER MEDICAL 2B MURRAY ST",GAWLER SA 5118,10/03/2009,30/06/2027,-34.60486,138.74911
886,625,AUSTRALIAN CLINICAL LABS,CRAIGMORE FAM PRAC SH 32-37 SE 1 176 YORKTOWN RD,CRAIGMORE SA 5114,01/05/2009,30/06/2027,-34.70884,138.70654
886,638,AUSTRALIAN CLINICAL LABS,DARWIN PRIVATE HOSPITAL 19 FLOREY AVE,TIWI NT 810,28/07/2009,30/06/2027,-12.35731,130.88199
886,648,AUSTRALIAN CLINICAL LABS,PATH SUITE MIDWEST HEALTH 678 PORT RD,BEVERLEY SA 5009,01/09/2009,30/06/2027,-34.88956,138.54725
886,655,AUSTRALIAN CLINICAL LABS,STH GIPPSLAND FAM MEDICINE SHOP 6 1 BILLSON ST,WONTHAGGI VIC 3995,19/09/2009,30/06/2027,-38.60541,145.5887
886,668,AUSTRALIAN CLINICAL LABS,PTH RM HILLCREST FAMILY MED 26 SEYMOUR ST,TRARALGON VIC 3844,19/09/2009,30/06/2027,-38.19561,146.53862
886,670,AUSTRALIAN CLINICAL LABS,PATH RM FOOTSCRAY MED CLNC 39 LEEDS ST,FOOTSCRAY VIC 3011,19/09/2009,30/06/2027,-37.80087,144.9012
886,674,AUSTRALIAN CLINICAL LABS,PATH RM ST MARY'S MED CTR 270-272 MAIN RD E,ST ALBANS VIC 3021,19/09/2009,30/06/2027,-37.74462,144.8045
886,675,AUSTRALIAN CLINICAL LABS,PATHOLOGY ROOM 12-14 WINDSOR AVE,SPRINGVALE VIC 3171,19/09/2009,30/06/2027,-37.95196,145.15
886,676,AUSTRALIAN CLINICAL LABS,PATH RM WESTCARE MED CTR U 6 211 BARRIES RD,MELTON VIC 3337,19/09/2009,30/06/2027,-37.68582,144.55852
886,677,AUSTRALIAN CLINICAL LABS,LILYDALE MEDICAL CENTRE 351 MAIN ST,LILYDALE VIC 3140,19/09/2009,30/06/2027,-37.75697,145.35547
886,678,AUSTRALIAN CLINICAL LABS,PATH RM TANJIL PLACE M/C G 46-48 ALBERT ST,MOE VIC 3825,19/09/2009,30/06/2027,-38.17434,146.2627
886,685,AUSTRALIAN CLINICAL LABS,PATHOLOGY ROOM SE 1 L 3 171 BIGGE ST,LIVERPOOL NSW 2170,28/09/2009,30/06/2027,-33.92162,150.9268
886,686,AUSTRALIAN CLINICAL LABS,BRISBANE WATERS PRIV HOSP FL 1 21 VIDLER AVE,WOY WOY NSW 2256,28/09/2009,30/06/2027,-33.49528,151.32169
886,689,AUSTRALIAN CLINICAL LABS,GLEN IRIS MEDICAL CENTRE 118 HIGH ST,GLEN IRIS VIC 3146,10/10/2009,30/06/2027,-37.86282,145.07212
886,692,AUSTRALIAN CLINICAL LABS,PATH RM PARKVIEW CLINIC 11-12 BURWOOD CT,NARRE WARREN VIC 3805,17/10/2009,30/06/2027,-38.03497,145.30597
886,697,AUSTRALIAN CLINICAL LABS,PTH RM ABERFOYLE PARK MC U 1 2 SUMMERFORD RD,ABERFOYLE PARK SA 5159,13/11/2009,30/06/2027,-35.06186,138.59576
886,703,AUSTRALIAN CLINICAL LABS,PATH SE BLACKHEATH FAM M/C 110 WENTWORTH ST,BLACKHEATH NSW 2785,16/12/2009,30/06/2027,-33.637,150.28607
886,756,AUSTRALIAN CLINICAL LABS,PATH AREA INGLIS M/C 12 INGLIS ST,SALE VIC 3850,01/07/2010,30/06/2027,-38.10871,147.0834
886,764,AUSTRALIAN CLINICAL LABS,PTH RM HALLAM MEDICAL GROUP 212 PRINCES HWY,HALLAM VIC 3803,01/07/2010,30/06/2027,-38.00539,145.27148
886,770,AUSTRALIAN CLINICAL LABS,LANG LANG COMMUNITY FAM MED 5 WHITSTABLE ST,LANG LANG VIC 3984,01/07/2010,30/06/2027,-38.26503,145.56235
